Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Age_group
33,No,Travel_Frequently,Sales,4,2,Life Sciences,1,2.0,Male,3,4,Research Scientist,4.0,Single,47880,3.0,Y,11,3,8,1,9.0,0,2.0,7,0,1,31-40
47,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,4.0,Female,4,2,Healthcare Representative,3.0,Married,59060,4.0,Y,23,4,8,0,21.0,4,3.0,3,1,1,41-50
43,No,Travel_Frequently,Research & Development,14,3,Medical,1,3.0,Female,3,5,Research Director,3.0,Divorced,38860,1.0,Y,17,3,8,2,9.0,2,4.0,9,0,0,41-50
27,No,Non-Travel,Research & Development,2,3,Life Sciences,1,3.0,Male,3,1,Research Director,2.0,Married,168230,0.0,Y,17,3,8,0,6.0,3,3.0,5,1,4,21-30
54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,1,4.0,Male,3,2,Research Scientist,3.0,Single,29330,3.0,Y,12,3,8,2,20.0,2,2.0,4,0,3,51-60
43,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3.0,Female,3,2,Manager,1.0,Married,65000,8.0,Y,23,4,8,0,10.0,3,2.0,1,0,0,41-50
45,No,Travel_Rarely,Sales,3,1,Marketing,1,4.0,Female,3,1,Sales Executive,4.0,Married,171740,9.0,Y,14,3,8,1,12.0,6,3.0,10,9,8,41-50
40,No,Travel_Rarely,Research & Development,2,4,Other,1,2.0,Male,3,4,Research Scientist,4.0,Married,50330,2.0,Y,14,3,8,2,6.0,6,2.0,4,0,2,31-40
29,Yes,Travel_Rarely,Research & Development,29,3,Medical,1,2.0,Female,3,1,Research Scientist,1.0,Married,23070,1.0,Y,13,3,8,1,7.0,0,2.0,7,0,7,21-30
29,No,Travel_Rarely,Human Resources,8,3,Medical,1,2.0,Male,3,3,Sales Representative,4.0,Single,25870,0.0,Y,22,4,8,2,4.0,3,3.0,3,2,2,21-30
30,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,4.0,Male,2,2,Research Scientist,3.0,Divorced,55070,1.0,Y,12,3,8,2,10.0,2,3.0,10,1,2,21-30
27,No,Travel_Rarely,Research & Development,11,2,Medical,1,2.0,Male,2,1,Manager,2.0,Married,43930,1.0,Y,18,3,8,1,8.0,2,3.0,8,0,7,21-30
37,No,Travel_Rarely,Sales,1,4,Life Sciences,1,4.0,Male,3,2,Healthcare Representative,4.0,Divorced,133480,7.0,Y,14,3,8,0,8.0,4,2.0,6,0,4,31-40
38,No,Travel_Rarely,Research & Development,28,4,Medical,1,3.0,Male,3,1,Laboratory Technician,4.0,Divorced,65830,0.0,Y,12,3,8,0,12.0,1,3.0,11,2,9,31-40
31,No,Travel_Rarely,Research & Development,6,3,Medical,1,3.0,Female,3,3,Manager,4.0,Single,81030,1.0,Y,15,3,8,1,11.0,5,2.0,11,4,10,31-40
29,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,4.0,Male,3,3,Sales Executive,2.0,Divorced,39780,1.0,Y,11,3,8,0,7.0,0,3.0,7,1,7,21-30
35,No,Travel_Rarely,Sales,16,2,Technical Degree,1,3.0,Male,4,3,Manager,2.0,Single,25440,0.0,Y,13,3,8,1,17.0,3,3.0,16,0,13,31-40
23,No,Travel_Rarely,Research & Development,20,4,Life Sciences,1,3.0,Male,2,1,Manufacturing Director,4.0,Divorced,53990,1.0,Y,23,4,8,0,4.0,2,2.0,4,0,2,21-30
41,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,4.0,Female,3,1,Laboratory Technician,2.0,Single,54870,6.0,Y,19,3,8,2,8.0,0,3.0,5,1,2,41-50
47,No,Travel_Frequently,Sales,1,3,Medical,1,2.0,Female,4,2,Laboratory Technician,3.0,Single,68340,3.0,Y,16,3,8,1,5.0,2,3.0,0,0,0,41-50
42,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,1.0,Male,1,1,Manager,4.0,Single,10910,2.0,Y,22,4,8,0,16.0,0,3.0,1,0,0,41-50
29,No,Non-Travel,Sales,22,4,Marketing,1,4.0,Male,2,2,Human Resources,3.0,Married,57360,1.0,Y,22,4,8,0,4.0,1,2.0,4,0,2,21-30
42,No,Travel_Rarely,Sales,7,4,Medical,1,3.0,Male,2,3,Research Scientist,3.0,Divorced,22260,0.0,Y,12,3,8,1,4.0,3,3.0,3,1,0,41-50
32,No,Travel_Rarely,Research & Development,2,3,Medical,1,3.0,Male,3,2,Research Scientist,2.0,Married,57470,1.0,Y,13,3,8,0,8.0,0,3.0,8,0,7,31-40
48,No,Travel_Rarely,Sales,13,4,Medical,1,1.0,Male,2,4,Sales Executive,3.0,Married,98540,3.0,Y,16,3,8,1,15.0,2,1.0,0,0,0,41-50
37,No,Travel_Rarely,Research & Development,8,5,Technical Degree,1,3.0,Male,3,2,Manufacturing Director,1.0,Divorced,54670,4.0,Y,12,3,8,0,13.0,2,3.0,7,6,7,31-40
30,No,Non-Travel,Sales,25,4,Other,1,4.0,Male,3,1,Healthcare Representative,3.0,Married,53800,7.0,Y,21,4,8,1,4.0,0,4.0,2,2,2,21-30
26,No,Travel_Rarely,Sales,28,3,Medical,1,3.0,Female,3,5,Laboratory Technician,3.0,Married,51510,1.0,Y,15,3,8,3,8.0,3,3.0,8,7,7,21-30
42,No,Travel_Rarely,Sales,2,2,Medical,1,1.0,Female,3,1,Laboratory Technician,4.0,Single,21330,3.0,Y,13,3,8,2,14.0,2,3.0,1,0,0,41-50
21,Yes,Travel_Frequently,Research & Development,9,3,Medical,1,1.0,Female,2,4,Manufacturing Director,2.0,Single,178750,1.0,Y,12,3,8,0,3.0,5,3.0,3,1,2,21-30
36,No,Non-Travel,Human Resources,28,3,Human Resources,1,4.0,Male,1,2,Laboratory Technician,4.0,Single,24320,4.0,Y,22,4,8,0,7.0,4,3.0,1,0,0,31-40
36,No,Travel_Frequently,Research & Development,6,3,Life Sciences,1,1.0,Female,3,2,Research Scientist,4.0,Married,47710,4.0,Y,13,3,8,1,16.0,2,3.0,13,1,12,31-40
57,No,Travel_Rarely,Research & Development,21,4,Life Sciences,1,4.0,Male,1,5,Research Scientist,3.0,Married,191610,2.0,Y,18,3,8,0,15.0,2,3.0,3,1,2,51-60
40,No,Travel_Rarely,Research & Development,8,3,Other,1,4.0,Male,3,2,Sales Executive,3.0,Married,50870,3.0,Y,14,3,8,1,10.0,3,3.0,7,1,7,31-40
21,No,Non-Travel,Research & Development,1,5,Life Sciences,1,1.0,Female,1,2,Manager,4.0,Single,28630,1.0,Y,14,3,8,0,3.0,2,2.0,3,2,2,21-30
33,Yes,Travel_Rarely,Human Resources,28,2,Human Resources,1,4.0,Female,1,5,Manager,3.0,Single,55610,1.0,Y,21,4,8,1,1.0,3,3.0,1,0,0,31-40
37,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,3.0,Male,4,4,Research Scientist,1.0,Married,21440,6.0,Y,19,3,8,0,17.0,3,3.0,5,0,3,31-40
46,No,Non-Travel,Sales,2,4,Marketing,1,3.0,Female,3,2,Laboratory Technician,3.0,Married,30650,2.0,Y,11,3,8,0,7.0,3,4.0,1,0,0,41-50
41,Yes,Travel_Frequently,Research & Development,16,1,Medical,1,1.0,Female,4,1,Research Scientist,2.0,Single,28100,1.0,Y,11,3,8,0,8.0,3,3.0,8,7,7,41-50
50,No,Travel_Rarely,Research & Development,9,3,Medical,1,4.0,Female,3,3,Laboratory Technician,4.0,Single,98880,6.0,Y,15,3,8,0,20.0,2,3.0,4,1,3,41-50
40,Yes,Travel_Rarely,Research & Development,8,3,Medical,1,3.0,Female,2,1,Healthcare Representative,3.0,Married,86280,2.0,Y,20,4,8,0,8.0,2,3.0,6,1,0,31-40
31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3.0,Male,3,4,Human Resources,2.0,Single,28670,0.0,Y,24,4,8,0,3.0,5,3.0,2,2,2,31-40
21,Yes,Travel_Rarely,Human Resources,10,2,Human Resources,1,3.0,Male,3,1,Laboratory Technician,2.0,Single,53730,1.0,Y,12,3,8,1,1.0,2,3.0,1,0,0,21-30
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4.0,Female,4,2,Research Director,4.0,Single,66670,9.0,Y,12,3,8,1,6.0,6,3.0,3,1,2,21-30
35,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,3.0,Female,3,3,Sales Executive,2.0,Single,50030,9.0,Y,15,3,8,0,10.0,2,3.0,1,0,0,31-40
27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,4.0,Male,3,1,Sales Executive,2.0,Divorced,23670,1.0,Y,12,3,8,1,5.0,2,3.0,5,0,4,21-30
28,No,Travel_Rarely,Research & Development,2,2,Medical,1,2.0,Male,2,3,Manager,4.0,Single,28580,1.0,Y,12,3,8,0,7.0,2,3.0,7,0,7,21-30
49,No,Travel_Rarely,Sales,2,3,Technical Degree,1,2.0,Male,3,2,Manufacturing Director,3.0,Single,52040,8.0,Y,14,3,8,1,26.0,3,3.0,5,0,0,41-50
51,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,3.0,Male,3,1,Sales Executive,4.0,Married,41050,4.0,Y,22,4,8,1,18.0,2,2.0,7,0,7,51-60
36,No,Travel_Rarely,Sales,15,2,Life Sciences,1,4.0,Male,3,1,Sales Executive,3.0,Married,96790,4.0,Y,12,3,8,0,6.0,1,3.0,2,2,2,31-40
34,Yes,Non-Travel,Research & Development,7,3,Life Sciences,1,1.0,Male,3,1,Sales Representative,4.0,Single,56170,8.0,Y,25,4,8,1,9.0,3,2.0,5,0,4,31-40
55,No,Travel_Rarely,Sales,26,3,Marketing,1,3.0,Male,3,1,Laboratory Technician,4.0,Single,104480,2.0,Y,13,3,8,0,30.0,3,3.0,5,1,2,51-60
24,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4.0,Female,3,5,Manager,3.0,Divorced,28970,1.0,Y,18,3,8,3,5.0,4,4.0,5,0,3,21-30
30,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3.0,Female,3,2,Manager,2.0,Married,59680,1.0,Y,13,3,8,0,1.0,3,3.0,1,0,0,21-30
26,Yes,Travel_Frequently,Sales,14,3,Life Sciences,1,3.0,Male,3,2,Manager,1.0,Single,75100,0.0,Y,18,3,8,3,7.0,3,3.0,6,0,4,21-30
22,No,Travel_Rarely,Research & Development,16,5,Other,1,1.0,Male,2,1,Research Scientist,2.0,Married,29910,1.0,Y,19,3,8,2,2.0,3,3.0,2,1,2,21-30
36,No,Travel_Rarely,Research & Development,1,3,Medical,1,2.0,Female,3,5,Healthcare Representative,3.0,Married,196360,1.0,Y,12,3,8,1,10.0,3,,10,9,0,31-40
30,Yes,Travel_Frequently,Sales,3,2,Marketing,1,3.0,Male,2,3,Research Scientist,4.0,Single,11290,9.0,Y,19,3,8,0,3.0,2,3.0,1,0,0,21-30
37,No,Travel_Rarely,Research & Development,10,1,Technical Degree,1,4.0,Male,3,1,Sales Executive,1.0,Divorced,133410,1.0,Y,14,3,8,1,18.0,3,2.0,18,12,17,31-40
40,No,Travel_Rarely,Research & Development,6,2,Medical,1,4.0,Male,2,3,Research Scientist,2.0,Divorced,43320,7.0,Y,14,3,8,2,8.0,3,3.0,5,1,3,31-40
42,No,Travel_Rarely,Research & Development,2,3,Medical,1,2.0,Female,2,4,Manager,1.0,Divorced,110310,3.0,Y,12,3,8,1,8.0,2,3.0,5,1,2,41-50
37,No,Travel_Rarely,Sales,9,1,Marketing,1,3.0,Male,2,3,Sales Executive,2.0,Single,44400,2.0,Y,11,3,8,1,18.0,3,2.0,1,0,1,31-40
43,No,Travel_Rarely,Sales,10,2,Life Sciences,1,1.0,Female,3,1,Sales Executive,2.0,Divorced,46170,1.0,Y,11,3,8,0,25.0,2,3.0,25,3,9,41-50
40,No,Travel_Rarely,Sales,6,2,Life Sciences,1,2.0,Female,2,1,Laboratory Technician,3.0,Married,26470,6.0,Y,13,3,8,0,20.0,2,3.0,1,0,0,31-40
54,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,1.0,Female,2,2,Manufacturing Director,1.0,Married,63230,4.0,Y,23,4,8,1,24.0,2,2.0,4,1,2,51-60
34,No,Non-Travel,Research & Development,28,3,Medical,1,3.0,Male,3,1,Laboratory Technician,3.0,Married,56770,9.0,Y,20,4,8,1,6.0,3,3.0,3,1,2,31-40
31,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,2.0,Male,2,3,Sales Executive,1.0,Married,21870,1.0,Y,15,3,8,1,13.0,2,1.0,13,3,12,31-40
43,No,Travel_Frequently,Sales,14,3,Life Sciences,1,4.0,Female,2,1,Manufacturing Director,4.0,Married,37480,7.0,Y,14,3,8,2,8.0,3,3.0,3,1,2,41-50
43,No,Travel_Rarely,Sales,27,4,Life Sciences,1,3.0,Male,3,2,Sales Representative,3.0,Divorced,39770,4.0,Y,18,3,8,1,8.0,3,3.0,5,0,2,41-50
25,No,Travel_Rarely,Human Resources,7,2,Human Resources,1,2.0,Male,4,1,Manufacturing Director,4.0,Single,86330,1.0,Y,19,3,8,1,5.0,2,3.0,5,1,3,21-30
37,No,Non-Travel,Research & Development,1,3,Medical,1,2.0,Male,2,3,Laboratory Technician,3.0,Married,20080,3.0,Y,22,4,8,0,15.0,5,3.0,13,10,7,31-40
31,No,Travel_Rarely,Research & Development,24,1,Medical,1,4.0,Male,3,3,Laboratory Technician,1.0,Married,44400,1.0,Y,13,3,8,1,4.0,2,3.0,4,3,2,31-40
39,No,Travel_Frequently,Research & Development,26,4,Technical Degree,1,2.0,Female,1,1,Sales Executive,3.0,Divorced,30670,1.0,Y,20,4,8,1,21.0,5,3.0,21,1,6,31-40
56,No,Travel_Frequently,Research & Development,20,4,Life Sciences,1,3.0,Female,3,3,Sales Executive,1.0,Married,53210,9.0,Y,14,3,8,0,36.0,1,2.0,7,7,7,51-60
30,No,Travel_Rarely,Sales,5,4,Medical,1,2.0,Female,3,2,Manufacturing Director,3.0,Single,54100,0.0,Y,17,3,8,1,6.0,2,3.0,5,4,4,21-30
41,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,2.0,Female,2,3,Research Scientist,1.0,Married,27820,1.0,Y,14,3,8,0,10.0,2,3.0,10,0,7,41-50
28,No,Travel_Rarely,Research & Development,7,3,Medical,1,3.0,Male,2,3,Healthcare Representative,1.0,Divorced,119570,1.0,Y,13,3,8,0,10.0,2,3.0,10,1,8,21-30
25,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,1,1.0,Female,3,3,Laboratory Technician,1.0,Married,26600,5.0,Y,13,3,8,0,6.0,3,3.0,2,0,2,21-30
52,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,4.0,Female,2,2,Sales Representative,3.0,Married,33750,2.0,Y,21,4,8,0,28.0,2,3.0,5,0,4,51-60
45,No,Travel_Rarely,Research & Development,2,3,Medical,1,1.0,Female,3,1,Sales Executive,4.0,Married,50980,3.0,Y,14,3,8,1,8.0,4,2.0,2,0,2,41-50
52,No,Travel_Rarely,Research & Development,12,3,Medical,1,4.0,Male,3,2,Research Scientist,4.0,Married,48780,2.0,Y,11,3,8,1,31.0,3,1.0,5,1,4,51-60
42,No,Travel_Frequently,Sales,10,3,Marketing,1,1.0,Female,2,2,Healthcare Representative,3.0,Divorced,28370,2.0,Y,13,3,8,1,19.0,0,3.0,5,0,2,41-50
30,No,Travel_Rarely,Sales,25,3,Marketing,1,3.0,Male,3,1,Sales Executive,4.0,Single,24060,2.0,Y,20,4,8,1,11.0,5,3.0,5,0,2,21-30
60,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1.0,Female,3,1,Manufacturing Director,1.0,Married,22690,5.0,Y,18,3,8,1,33.0,4,1.0,29,11,10,51-60
46,No,Travel_Rarely,Sales,19,4,Marketing,1,3.0,Female,2,1,Sales Executive,3.0,Divorced,41080,2.0,Y,14,3,8,0,19.0,5,2.0,10,0,8,41-50
42,No,Travel_Frequently,Research & Development,18,4,Technical Degree,1,4.0,Male,3,4,Sales Executive,4.0,Married,132060,0.0,Y,13,3,8,2,7.0,2,4.0,6,0,4,41-50
24,Yes,Travel_Rarely,Research & Development,27,2,Medical,1,1.0,Male,2,1,Research Scientist,2.0,Single,104220,1.0,Y,17,3,8,1,6.0,0,3.0,5,1,4,21-30
34,Yes,Travel_Frequently,Research & Development,5,3,Medical,1,4.0,Male,3,2,Research Scientist,3.0,Divorced,137440,0.0,Y,20,4,8,1,3.0,3,2.0,2,1,0,31-40
38,No,Travel_Frequently,Sales,3,3,Marketing,1,4.0,Female,3,2,Sales Executive,4.0,Married,49070,1.0,Y,11,3,8,1,1.0,3,3.0,1,0,0,31-40
40,No,Travel_Rarely,Sales,26,4,Marketing,1,3.0,Female,2,1,Sales Executive,3.0,Married,34820,0.0,Y,18,3,8,1,21.0,2,3.0,20,1,12,31-40
26,No,Travel_Rarely,Research & Development,3,2,Medical,1,1.0,Female,4,4,Healthcare Representative,4.0,Divorced,24360,1.0,Y,24,4,8,0,3.0,2,1.0,3,0,2,21-30
30,No,Non-Travel,Research & Development,15,3,Medical,1,3.0,Female,2,2,Sales Executive,4.0,Married,23800,4.0,Y,18,3,8,3,9.0,2,1.0,5,1,4,21-30
29,No,Travel_Rarely,Research & Development,8,3,Medical,1,2.0,Female,3,3,Manufacturing Director,3.0,Married,194310,1.0,Y,11,3,8,0,10.0,3,3.0,10,0,7,21-30
29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,1,3.0,Male,2,3,Research Scientist,2.0,Married,17900,5.0,Y,16,3,8,1,6.0,4,4.0,2,1,1,21-30
19,Yes,Travel_Rarely,Research & Development,4,3,Medical,1,1.0,Male,3,1,Sales Executive,4.0,Single,76440,1.0,Y,15,3,8,2,1.0,2,4.0,1,0,0,10-20
30,No,Non-Travel,Research & Development,2,4,Life Sciences,1,3.0,Female,3,3,Research Scientist,1.0,Married,51310,0.0,Y,15,3,8,1,10.0,2,3.0,9,7,8,21-30
57,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1.0,Male,3,4,Research Scientist,4.0,Divorced,63060,3.0,Y,12,3,8,1,32.0,3,2.0,1,0,0,51-60
50,No,Travel_Rarely,Sales,10,4,Life Sciences,1,2.0,Female,3,3,Manager,3.0,Married,47870,0.0,Y,12,3,8,0,28.0,3,3.0,27,15,7,41-50
30,No,Non-Travel,Sales,10,2,Life Sciences,1,3.0,Male,3,3,Laboratory Technician,4.0,Single,188800,0.0,Y,22,4,8,1,12.0,3,2.0,11,6,7,21-30
60,No,Travel_Frequently,Research & Development,16,3,Life Sciences,1,3.0,Female,3,4,Laboratory Technician,1.0,Married,23390,4.0,Y,20,4,8,0,22.0,4,4.0,18,13,11,51-60
47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1.0,Male,2,5,Manufacturing Director,4.0,Divorced,135700,5.0,Y,16,3,8,2,20.0,2,3.0,5,0,4,41-50
46,No,Travel_Rarely,Sales,4,1,Technical Degree,1,1.0,Male,2,1,Laboratory Technician,3.0,Married,67120,6.0,Y,21,4,8,1,26.0,3,1.0,3,0,1,41-50
35,No,Travel_Rarely,Research & Development,15,2,Medical,1,4.0,Female,3,2,Laboratory Technician,3.0,Single,54060,0.0,Y,12,3,8,1,6.0,2,3.0,5,4,3,31-40
54,No,Travel_Rarely,Research & Development,2,4,Medical,1,3.0,Male,3,2,Human Resources,3.0,Single,89380,7.0,Y,11,3,8,3,19.0,2,3.0,1,0,0,51-60
34,No,Travel_Rarely,Sales,8,2,Life Sciences,1,4.0,Male,4,1,Laboratory Technician,3.0,Divorced,24390,3.0,Y,11,3,8,2,14.0,2,3.0,7,5,7,31-40
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3.0,Male,2,1,Healthcare Representative,4.0,Married,88370,2.0,Y,18,3,8,0,15.0,3,3.0,3,1,2,41-50
31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,3.0,Male,3,2,Research Director,2.0,Divorced,53430,1.0,Y,14,3,8,1,13.0,3,4.0,13,0,8,31-40
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,2.0,Female,2,4,Research Director,3.0,Married,67280,7.0,Y,22,4,8,0,15.0,2,4.0,7,7,7,31-40
33,Yes,Travel_Rarely,Sales,5,4,Marketing,1,1.0,Male,3,2,Research Director,4.0,Divorced,66520,7.0,Y,25,4,8,0,8.0,5,3.0,4,1,3,31-40
30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,4.0,Male,3,1,Sales Executive,2.0,Single,48500,0.0,Y,12,3,8,1,4.0,4,3.0,3,1,2,21-30
35,No,Travel_Rarely,Research & Development,12,2,Medical,1,4.0,Female,1,2,Sales Representative,3.0,Married,28090,4.0,Y,23,4,8,1,10.0,2,3.0,8,0,0,31-40
31,Yes,Travel_Frequently,Research & Development,22,2,Medical,1,1.0,Female,2,2,Sales Executive,3.0,Married,56890,3.0,Y,15,3,8,2,12.0,2,3.0,1,0,0,31-40
34,Yes,Travel_Frequently,Sales,17,1,Marketing,1,2.0,Male,4,1,Research Director,1.0,Divorced,20010,9.0,Y,22,4,8,1,11.0,5,3.0,3,0,2,31-40
42,No,Travel_Frequently,Research & Development,2,4,Medical,1,2.0,Female,2,1,Research Scientist,3.0,Married,29770,4.0,Y,15,3,8,3,8.0,3,3.0,2,2,0,41-50
36,No,Non-Travel,Research & Development,3,4,Medical,1,2.0,Male,3,1,Research Scientist,4.0,Single,40250,1.0,Y,11,3,8,0,10.0,3,2.0,10,9,7,31-40
22,Yes,Travel_Frequently,Research & Development,7,3,Medical,1,3.0,Female,3,2,Laboratory Technician,3.0,Single,37850,5.0,Y,13,3,8,2,4.0,2,3.0,2,1,2,21-30
48,No,Travel_Rarely,Research & Development,6,3,Medical,1,2.0,Male,3,1,Laboratory Technician,4.0,Married,108540,2.0,Y,14,3,8,1,14.0,6,3.0,9,6,7,41-50
55,No,Travel_Rarely,Research & Development,1,3,Medical,1,1.0,Female,3,1,Sales Executive,2.0,Single,120310,3.0,Y,11,3,8,0,37.0,5,3.0,10,7,7,51-60
41,No,Non-Travel,Research & Development,3,2,Life Sciences,1,4.0,Female,2,2,Research Scientist,4.0,Single,99360,7.0,Y,17,3,8,1,16.0,2,3.0,14,1,10,41-50
35,No,Travel_Rarely,Research & Development,22,3,Medical,1,2.0,Female,2,1,Sales Representative,3.0,Married,29660,9.0,Y,18,3,8,0,15.0,2,,11,6,9,31-40
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,2.0,Female,3,2,Laboratory Technician,3.0,Single,25710,7.0,Y,14,3,8,0,22.0,1,3.0,20,5,13,31-40
39,No,Travel_Frequently,Research & Development,12,1,Medical,1,3.0,Male,3,1,Research Scientist,3.0,Married,99910,1.0,Y,16,3,8,1,8.0,3,3.0,8,0,7,31-40
31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2.0,Male,2,3,Research Director,4.0,Single,61420,4.0,Y,13,3,8,2,10.0,2,4.0,6,0,5,31-40
42,No,Travel_Rarely,Research & Development,5,3,Medical,1,4.0,Male,3,3,Sales Executive,1.0,Married,53900,1.0,Y,14,3,8,0,10.0,3,2.0,10,5,8,41-50
45,No,Travel_Rarely,Research & Development,2,1,Medical,1,4.0,Female,3,4,Sales Executive,2.0,Married,44040,0.0,Y,23,4,8,0,9.0,2,4.0,8,3,7,41-50
26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,2.0,Female,3,2,Laboratory Technician,3.0,Divorced,59930,0.0,Y,12,3,8,0,8.0,3,2.0,7,1,0,21-30
29,No,Travel_Rarely,Research & Development,5,3,Medical,1,4.0,Male,2,1,Research Scientist,4.0,Divorced,51300,4.0,Y,11,3,8,0,8.0,3,4.0,3,1,2,21-30
33,No,Travel_Rarely,Research & Development,16,3,Medical,1,1.0,Female,3,1,Laboratory Technician,3.0,Divorced,20900,4.0,Y,16,3,8,0,10.0,2,3.0,6,0,5,31-40
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3.0,Female,3,1,Sales Executive,4.0,Divorced,29090,9.0,Y,14,3,8,2,10.0,2,2.0,5,0,1,31-40
18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,1,2.0,Male,4,1,Sales Executive,2.0,Single,34680,1.0,Y,18,3,8,2,0.0,4,3.0,0,0,0,10-20
40,No,Non-Travel,Research & Development,1,4,Technical Degree,1,3.0,Female,2,2,Laboratory Technician,1.0,Divorced,30680,3.0,Y,19,3,8,0,20.0,3,3.0,1,0,1,31-40
41,No,Non-Travel,Research & Development,23,3,Life Sciences,1,1.0,Male,2,2,Manufacturing Director,3.0,Single,26700,2.0,Y,15,3,8,2,10.0,2,3.0,8,0,7,41-50
26,No,Travel_Rarely,Research & Development,9,4,Medical,1,1.0,Male,2,3,Healthcare Representative,3.0,Divorced,26930,5.0,Y,17,3,8,3,8.0,3,3.0,0,0,0,21-30
35,No,Travel_Rarely,Research & Development,16,4,Medical,1,1.0,Male,2,2,Human Resources,3.0,Single,95260,1.0,Y,15,3,8,0,5.0,2,3.0,5,0,3,31-40
34,No,Travel_Rarely,Research & Development,26,3,Medical,1,4.0,Male,2,1,Laboratory Technician,4.0,Single,52370,1.0,Y,19,3,8,1,10.0,3,3.0,10,5,7,31-40
26,Yes,Travel_Rarely,Sales,1,3,Marketing,1,3.0,Female,1,2,Manufacturing Director,4.0,Single,24260,1.0,Y,22,4,8,0,1.0,3,1.0,1,0,0,21-30
37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,2.0,Male,3,1,Sales Executive,4.0,Single,41930,4.0,Y,16,3,8,1,12.0,5,4.0,6,1,2,31-40
46,No,Travel_Frequently,Research & Development,4,1,Medical,1,1.0,Male,3,5,Human Resources,3.0,Married,29110,5.0,Y,13,3,8,0,28.0,3,2.0,2,1,2,41-50
41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,2.0,Male,3,1,Research Director,,Married,26610,7.0,Y,14,3,8,1,22.0,2,3.0,18,11,8,41-50
37,No,Non-Travel,Research & Development,7,2,Medical,1,1.0,Male,3,1,Sales Executive,2.0,Divorced,20280,1.0,Y,16,3,8,1,9.0,3,3.0,9,7,7,31-40
52,No,Travel_Rarely,Sales,2,1,Medical,1,4.0,Male,3,1,Laboratory Technician,1.0,Divorced,99800,3.0,Y,11,3,8,1,18.0,2,3.0,10,6,9,51-60
32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,1,4.0,Female,2,2,Research Director,3.0,Married,32980,8.0,Y,22,4,8,0,6.0,4,3.0,4,1,2,31-40
24,No,Travel_Frequently,Sales,22,3,Life Sciences,1,4.0,Female,2,1,Healthcare Representative,4.0,Married,29350,0.0,Y,14,3,8,2,3.0,5,3.0,2,2,1,21-30
38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,3.0,Female,3,1,Research Scientist,3.0,Married,154270,3.0,Y,16,3,8,1,18.0,2,3.0,1,0,0,31-40
37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,2.0,Female,3,5,Research Scientist,2.0,Married,39440,6.0,Y,11,3,8,2,8.0,3,2.0,6,4,3,31-40
49,No,Travel_Rarely,Sales,21,1,Life Sciences,1,4.0,Male,1,1,Sales Executive,3.0,Divorced,40110,1.0,Y,18,3,8,2,31.0,2,3.0,31,0,9,41-50
